employee_id,institution_id,period_year,period_quarter,performance_score,relational_score,divergence_score,self_count,manager_count,peer_count,sub_count,self_overall,manager_overall,peer_overall,sub_overall,pdi_institution,is_high_perf,is_high_rel,alignment,alignment_score
E011,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.5999999999999996,2.9722222222222228,0.0,1,0,2,3,,,,,0.16291561975888486,False,False,Aligned,1
E012,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.566666666666667,3.4166666666666665,0.0,1,2,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E012,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.6999999999999997,3.6666666666666665,0.0,1,2,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E013,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',1.7999999999999998,2.0833333333333335,0.0,1,2,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E013,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.1666666666666665,2.3333333333333335,0.0,1,2,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E014,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.0999999999999996,2.75,0.0,1,1,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E014,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.1333333333333337,2.5,0.0,1,1,2,0,,,,,0.16291561975888486,False,False,Aligned,1
E015,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.400000000000001,4.5,0.0,1,2,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E015,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.533333333333334,4.666666666666667,0.0,1,2,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E016,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.433333333333334,4.583333333333333,0.0,1,2,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E016,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.533333333333334,4.666666666666667,0.0,1,2,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E017,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.400000000000001,4.0,0.0,1,1,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E017,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.566666666666666,4.25,0.0,1,1,2,0,,,,,0.16291561975888486,True,True,Aligned,1
E018,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.8,5.0,0.0,1,0,2,3,,,,,0.16291561975888486,True,True,Aligned,1
E018,I01,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.822222222222221,5.0,0.0,1,0,2,3,,,,,0.16291561975888486,True,True,Aligned,1
E019,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.599999999999999,5.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E019,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.766666666666667,5.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E020,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.0,4.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E020,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.133333333333334,4.333333333333333,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E021,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.6,2.5,0.0,1,1,2,0,,,,,0.08660254037844395,False,False,Aligned,1
E021,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.8333333333333335,2.6666666666666665,0.0,1,1,2,0,,,,,0.08660254037844395,False,False,Aligned,1
E022,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.966666666666667,3.9166666666666665,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E022,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.333333333333333,4.416666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E023,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.711111111111111,3.055555555555556,0.0,1,0,2,3,,,,,0.08660254037844395,False,False,Aligned,1
E023,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.822222222222222,3.2777777777777772,0.0,1,0,2,3,,,,,0.08660254037844395,True,False,Anti-Aligned,0
E024,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.6333333333333337,3.9166666666666665,0.0,1,1,2,0,,,,,0.08660254037844395,False,True,Anti-Aligned,0
E024,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.6666666666666665,4.166666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,False,True,Anti-Aligned,0
E025,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.066666666666667,3.0,0.0,1,1,2,0,,,,,0.08660254037844395,False,False,Aligned,1
E025,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.1,3.0,0.0,1,1,2,0,,,,,0.08660254037844395,False,False,Aligned,1
E026,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.8666666666666663,4.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E026,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.8333333333333335,4.083333333333333,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E027,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.7333333333333325,4.916666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E027,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.866666666666666,5.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E028,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.766666666666667,4.916666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E028,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.866666666666666,5.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E029,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.366666666666667,4.5,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E029,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.466666666666667,4.666666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E030,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.233333333333333,4.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E030,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.300000000000001,4.25,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E031,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.566666666666666,3.8333333333333335,0.0,1,0,2,3,,,,,0.08660254037844395,False,True,Anti-Aligned,0
E031,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.888888888888888,3.9166666666666665,0.0,1,0,2,3,,,,,0.08660254037844395,True,True,Aligned,1
E032,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.766666666666667,4.416666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E032,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.866666666666666,4.666666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E033,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.2666666666666675,4.0,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E033,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.4,4.333333333333333,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E034,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.366666666666667,4.416666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E034,I02,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.533333333333333,4.666666666666667,0.0,1,1,2,0,,,,,0.08660254037844395,True,True,Aligned,1
E035,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.466666666666667,4.5,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E035,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.566666666666666,4.583333333333333,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E036,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.1666666666666665,3.25,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E036,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.2,3.3333333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E037,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.422222222222222,4.5,0.0,1,0,2,3,,,,,0.16583123951776998,True,True,Aligned,1
E037,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.533333333333334,4.611111111111112,0.0,1,0,2,3,,,,,0.16583123951776998,True,True,Aligned,1
E038,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.1666666666666665,2.6666666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E038,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.0,2.5,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E039,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.866666666666666,5.0,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E039,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.866666666666666,5.0,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E040,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.2333333333333334,3.5833333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E040,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.333333333333334,3.6666666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E041,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.166666666666667,4.5,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E041,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.333333333333334,4.75,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E042,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.733333333333333,3.0,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E042,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.0,3.0833333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E043,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.8333333333333335,3.4166666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E043,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.966666666666667,3.75,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E044,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.4,3.5,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E044,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.7666666666666666,4.25,0.0,1,1,2,0,,,,,0.16583123951776998,False,True,Anti-Aligned,0
E045,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.3,3.694444444444444,0.0,1,0,2,3,,,,,0.16583123951776998,False,False,Aligned,1
E045,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.611111111111111,4.083333333333333,0.0,1,0,2,3,,,,,0.16583123951776998,False,True,Anti-Aligned,0
E046,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.466666666666667,4.5,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E046,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.566666666666666,4.75,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E047,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.0,4.5,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E047,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.2,4.583333333333333,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E048,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.2333333333333334,2.5833333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E048,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.433333333333333,2.9166666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E049,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.7666666666666666,2.4166666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E049,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.2,2.8333333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E050,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.4999999999999996,3.5833333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E050,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.5999999999999996,3.6666666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E051,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.3666666666666663,2.0,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E051,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.5999999999999996,2.1666666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E052,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.4,4.5,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E052,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.6000000000000005,4.666666666666667,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E053,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.966666666666667,3.9166666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E053,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.2,4.166666666666667,0.0,1,1,2,0,,,,,0.16583123951776998,True,True,Aligned,1
E054,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.9000000000000004,2.5,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E054,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.3,2.8333333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E055,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.3333333333333335,3.3333333333333335,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E055,I03,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.566666666666666,3.6666666666666665,0.0,1,1,2,0,,,,,0.16583123951776998,False,False,Aligned,1
E056,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',1.8666666666666667,2.0,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E056,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.1999999999999997,2.3333333333333335,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E057,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.466666666666667,3.1666666666666665,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E057,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.6666666666666665,3.5,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E058,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',2.466666666666667,2.1666666666666665,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E058,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',2.566666666666667,2.25,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E059,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',5.0,5.0,0.0,1,2,2,0,,,,,0.09797958971132721,True,True,Aligned,1
E059,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',5.0,5.0,0.0,1,2,2,0,,,,,0.09797958971132721,True,True,Aligned,1
E060,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.533333333333333,4.416666666666667,0.0,1,2,2,0,,,,,0.09797958971132721,True,True,Aligned,1
E060,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',4.699999999999999,4.5,0.0,1,2,2,0,,,,,0.09797958971132721,True,True,Aligned,1
E061,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',3.466666666666667,3.0,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E061,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x02\x00\x00\x00\x00\x00\x00\x00',3.5999999999999996,3.1666666666666665,0.0,1,2,2,0,,,,,0.09797958971132721,False,False,Aligned,1
E062,I04,b'\xe8\x07\x00\x00\x00\x00\x00\x00',b'\x01\x00\x00\x00\x00\x00\x00\x00',4.466666666666667,5.0,0.0,1,2,2,0,,,,,0.09797958971132721,True,True,Aligned,1
